연도,시도,학제,학급수,학급수_특수,학생수,학업중단자_전체,자퇴_전체,전출_전체,전입_전체,학업중단률_급,다문화학생_계,국제결혼_국내출생_전체,국제결혼_중도입국_전체,외국인가정_전체,해외출국_급,학생1인당_교지면적,학생1인당_건물면적,일반교실수,교과교실수,특별교실수,학급당_학생수_급,특수학급_비율_급,다문화_비율_급,중도입국_비율_급,외국인가정_비율_급,해외출국_비율_급,자퇴_비율_급,교실_학생당,GRDP_1인당,사교육_참여율,사교육비_1인당_만원,교원1인당_학생수,학력향상_억원,학력향상_세출비중,학력향상_학생당_천원,누리과정_억원,누리과정_학생당_천원,누리과정_세출비중,다문화이탈주민_억원,다문화이탈주민_학생당_천원,다문화이탈주민_세출비중,돌봄교실_억원,돌봄교실_학생당_천원,돌봄교실_세출비중,미달률_중_실측,미달률_고_실측,실측미달률,위험도_pct,위험도_점수
2020,전북,중,2108,87,48873,206,0,1320,1272,0.4,1388,1293,64,31,46,70.57299531438626,22.94761933992184,2132,503,1251,23.184535104364326,4.127134724857686,2.8400139136128333,0.13095165019540442,0.06342970556339901,0.09412149857794692,0.0,79.51220510302213,29252.0,62.8,22.6,13.66,51.0882657,0.1392342962964982,26.00361675811591,,,,,,,,,,,,,5.844,26.57
2021,전북,중,2131,89,49347,137,0,1641,1596,0.3,1743,1649,51,43,19,69.86779338156322,22.85405394451537,2138,524,1221,23.15673392773346,4.1764429845143125,3.5321296127424158,0.10334974770502767,0.08713802257482725,0.03850284718422599,0.0,78.68766085071027,31187.0,69.8,27.4,13.27,42.3311716,0.1081786510881454,21.95679905390756,,,,,,,,,,,,,6.227,28.67
2022,전북,중,2143,93,49084,195,0,1209,1144,0.4,2035,1920,55,60,16,70.23319207888518,23.45391573628881,2180,544,1211,22.904339710685953,4.33971068595427,4.1459538749898135,0.11205280743215712,0.12223942628962596,0.03259718034390025,0.0,80.16869040827969,32464.0,70.8,29.6,12.87,143.74024,0.3721317175396994,76.1985803571902,1261.1237408,668.5381818181818,3.264946153519673,29.77787,15.785638176623074,0.0770924683844544,114.2336011,60.55672533251342,0.2957414442753671,,,,6.91,32.42
2023,전북,중,2146,97,48073,253,0,1299,1249,0.5,2227,2107,68,52,45,71.67850976639694,24.059929690262724,2185,547,1218,22.40121155638397,4.520037278657969,4.632538015102032,0.14145154244586358,0.10816882657624861,0.09360763838329207,0.0,82.16670480311193,32464.0,69.8,30.2,12.31,161.43586,0.3450467966586466,87.92036641687,1096.6112772,597.2307844632276,2.34385475679076,43.1692169,23.510596516643428,0.0922682234641504,168.2277049,91.61930599729872,0.3595634246627801,,,,7.501,35.66
2024,전북,중,2164,110,48014,250,0,1123,1008,0.5,2389,2242,83,64,35,70.74507435331361,24.131461657016704,2216,516,1217,22.18761552680222,5.0831792975970425,4.975632107302037,0.17286624734452452,0.13329445578372973,0.0728954055067272,0.0,82.2468446703045,32464.0,71.4,34.4,12.08,176.84498,0.3927963612215219,98.90935428843088,1073.4138593,600.360110349842,2.384195796893928,37.3065333,20.86553499818228,0.0828628018167636,217.745361,121.78492743085656,0.48364157961208,,,,7.98,38.29
2012,전북,초,5284,216,112640,429,0,9559,9887,0.4,2175,2070,67,38,333,60.41079545454546,17.231134588068183,0,0,0,21.317183951551854,4.08781226343679,1.9309303977272727,0.059481534090909095,0.033735795454545456,0.2956321022727273,0.0,0.0,22670.0,62.0,17.9,17.48,,,,,,,,,,,,,2.7,1.9,,,
2013,전북,초,5276,225,105135,342,0,8086,8326,0.3,2318,2149,60,109,256,64.56226756075522,18.482512959528226,0,0,0,19.927028051554206,4.264594389689159,2.2047843249155847,0.057069482094449994,0.10367622580491748,0.24349645693631997,0.0,0.0,23876.0,59.9,17.5,17.03,33.6705428,0.1283357134961865,13.448958211840644,,,,,,,,,,4.733333333333333,3.2,,,
2014,전북,초,5165,215,101860,297,0,6567,6617,0.3,2798,2662,89,47,210,66.52020420184567,19.25551737679168,0,0,0,19.721200387221685,4.162633107454018,2.7469075201256627,0.08737482819556254,0.046141763204398195,0.2061653249558217,0.0,0.0,24681.0,59.4,18.3,16.69,26.6382191,0.0962815596197636,10.985965192287864,,,,,,,,,,5.116666666666667,3.75,,,
2015,전북,초,5142,222,100260,282,0,6997,7375,0.3,3327,3155,97,75,217,67.89934171154997,19.830041891083184,5498,484,1591,19.498249708284714,4.3173862310385065,3.31837223219629,0.09674845401954918,0.07480550568521843,0.21643726311589864,0.0,75.53361260722123,25621.0,60.6,18.6,16.19,30.0419018,0.1115294298029053,12.824827447833066,,,,,,,,,,5.5,4.300000000000001,,,
2016,전북,초,5071,223,97895,257,0,6159,6280,0.3,4007,3831,97,79,180,69.93674855712753,20.46158639358496,5524,470,1661,19.304870834155,4.397554722934332,4.093161039889678,0.0990857551458195,0.08069870779917258,0.18387047346646918,0.0,78.19602635476787,26089.0,60.9,19.4,15.82,30.2602139,0.1098717345523466,13.433043410708182,,,,,,,,,,5.433333333333334,4.466666666666667,,,
2017,전북,초,5058,225,97383,243,0,5692,5767,0.2,4437,4232,126,79,150,70.92966944949323,20.992668124826714,5679,441,1642,19.253262158956108,4.448398576512456,4.556236714827023,0.1293860324697329,0.0811229886119754,0.1540309910353963,0.0,79.70590349444976,26988.0,64.6,20.3,15.05,33.6839956,0.1124272650505495,15.46307783414052,,,,,,,,,,,,,,
2018,전북,초,5110,237,97606,264,0,6162,6029,0.3,4975,4759,100,116,166,70.73732147613876,21.25287379874188,5785,449,1612,19.100978473581215,4.637964774951076,5.097022724012868,0.1024527180706104,0.11884515296190809,0.1700715119972133,0.0,80.38440259820092,27797.0,65.5,20.9,14.62,38.1940098,0.1089222133499118,18.116967540876296,,,,,,,,,,,,,,
2019,전북,초,5147,247,97731,297,0,6283,6083,0.3,5369,5137,113,119,178,70.62100050137623,21.702765754980508,5915,437,1601,18.987954148047407,4.798911987565573,5.4936509398246205,0.11562349715034123,0.12176279788398768,0.18213258843151098,0.0,81.37643122448353,28835.0,68.3,23.9,14.16,52.306497,0.1352106154291563,25.74797536771221,,,,,,,,,,,,,,
2020,전북,초,5128,253,94661,219,0,5622,5323,0.2,5558,5279,122,157,156,73.41065486314322,22.982611635203515,5971,425,1592,18.45963338533541,4.933697347893916,5.871478222287954,0.12888095414162115,0.16585499836257805,0.16479859709912212,0.0,84.38533292485819,29252.0,62.8,22.6,13.66,51.0882657,0.1392342962964982,26.00361675811591,,,,,,,,,,,,,,
2021,전북,초,5160,259,92914,131,0,6420,6758,0.1,5496,5180,120,196,53,74.54040295326861,23.44209699291818,5970,440,1524,18.00658914728682,5.01937984496124,5.915147340551478,0.1291516886583292,0.2109477581419377,0.0570419958240954,0.0,85.39079148459867,31187.0,69.8,27.4,13.27,42.3311716,0.1081786510881454,21.95679905390756,,,,,,,,,,,,,,
2022,전북,초,5169,268,91290,222,0,4327,4230,0.2,5254,4921,120,213,97,75.67234089166392,24.072910504984115,5981,446,1543,17.661056297156122,5.18475527181273,5.75528535436521,0.13144922773578707,0.23332237923102203,0.1062547924197612,0.0,87.30419542118524,32464.0,70.8,29.6,12.87,143.74024,0.3721317175396994,76.1985803571902,1261.1237408,668.5381818181818,3.264946153519673,29.77787,15.785638176623074,0.0770924683844544,114.2336011,60.55672533251342,0.2957414442753671,,,,,
2023,전북,초,5155,281,87298,299,0,4589,4465,0.3,5215,4811,154,250,148,78.87735114206511,25.19720955806548,5995,439,1541,16.93462657613967,5.4510184287099905,5.973790923045201,0.17640724873422073,0.28637540378931936,0.16953423904327705,0.0,91.35375380879287,32464.0,69.8,30.2,12.31,161.43586,0.3450467966586466,87.92036641687,1096.6112772,597.2307844632276,2.34385475679076,43.1692169,23.510596516643428,0.0922682234641504,168.2277049,91.61930599729872,0.3595634246627801,,,,,
2024,전북,초,5082,303,82220,255,0,4244,4052,0.3,5042,4538,145,359,130,82.7940525419606,26.914923376307467,5957,469,1516,16.17866981503345,5.962219598583235,6.132327900754075,0.1763561177329117,0.4366334225249331,0.15811238141571393,0.0,96.59450255412308,32464.0,71.4,34.4,12.08,176.84498,0.3927963612215219,98.90935428843088,1073.4138593,600.360110349842,2.384195796893928,37.3065333,20.86553499818228,0.0828628018167636,217.745361,121.78492743085656,0.48364157961208,,,,,
2012,제주,고,684,14,23797,385,0,473,465,1.6,24,22,2,0,37,53.8375005252763,14.65815018699836,0,0,0,34.79093567251462,2.046783625730994,0.10085304870361811,0.008404420725301507,0.0,0.15548178341807792,0.0,0.0,23525.0,66.5,20.3,19.12,,,,,,,,,,,,,1.6,2.4,2.4,1.556,3.04
2013,제주,고,690,16,23713,387,367,484,401,,31,24,7,0,29,53.8475941466706,14.680175431198077,0,0,0,34.36666666666667,2.318840579710145,0.13072997933622907,0.029519672753342052,0.0,0.12229578712098849,1.5476742714966474,0.0,24491.0,64.4,19.6,18.25,8.8388004,0.1074253954556779,10.29743158385274,,,,,,,,,,2.6666666666666665,2.733333333333333,2.733333333333333,1.788,4.31
2014,제주,고,697,19,23221,369,354,395,381,1.6,46,33,9,4,38,55.0016364497653,15.115154386116016,0,0,0,33.31563845050215,2.72596843615495,0.19809655053615263,0.03875802075707334,0.017225787003143707,0.1636449765298652,1.524482149778218,0.0,25968.0,63.3,19.9,17.72,15.4672951,0.1850954191941735,18.30102595958161,,,,,,,,,,3.616666666666666,2.8666666666666663,2.8666666666666663,2.578,8.65
2015,제주,고,702,20,22984,254,243,353,318,1.6,64,49,12,3,31,56.83584232509572,15.450095718760878,566,242,193,32.74074074074074,2.849002849002849,0.2784545770971111,0.05221023320570832,0.01305255830142708,0.13487643578141315,1.0572572224155934,43.55203619909502,28280.0,64.2,20.1,17.41,10.9927831,0.1281825666870338,13.212638493251122,,,,,,,,,,4.566666666666666,3.0,3.0,2.673,9.17
2016,제주,고,712,21,22936,212,203,427,392,1.1,84,73,7,4,22,56.87683118242065,15.61501569584932,597,210,196,32.21348314606742,2.9494382022471908,0.36623648412975235,0.030519707010812698,0.017439832577607256,0.09591907917683991,0.8850715033135682,43.73038018835019,30284.0,64.6,22.6,16.95,10.7237975,0.1179698062438052,13.103849725674207,,,,,,,,,,3.8333333333333335,3.366666666666667,3.366666666666667,2.493,8.18
2017,제주,고,715,21,22422,209,203,410,340,0.9,105,83,13,9,24,57.93341361163144,16.194897868165196,651,170,193,31.35944055944056,2.937062937062937,0.4682900722504683,0.05797877085005798,0.04013914905004014,0.10703773080010703,0.9053608063509053,45.223441263045224,31470.0,66.3,22.4,16.92,14.781137,0.1459677967273338,18.26500383066011,,,,,,,,,,,,,3.226,12.2
2018,제주,고,708,20,21088,210,200,383,323,0.9,111,89,12,10,13,61.626991654021246,17.578243550834596,642,185,250,29.785310734463277,2.824858757062147,0.5263657056145675,0.05690440060698027,0.04742033383915023,0.06164643399089529,0.9484066767830045,51.0716995447648,30721.0,68.4,23.2,16.35,13.2032576,0.1175336276883634,16.403599950304386,,,,,,,,,,,,,3.419,13.26
2019,제주,고,702,21,19707,231,225,392,326,0.9,128,93,17,18,20,65.94560308519816,19.15847160907292,628,200,258,28.072649572649574,2.9914529914529915,0.6495154006190693,0.08626376414472016,0.09133810321205663,0.10148678134672959,1.141726290150708,55.107322271274164,30792.0,72.1,25.8,16.21,26.1715773,0.1945509489083651,32.84832856389789,,,,,,,,,,,,,5.049,22.21
2020,제주,고,695,23,18679,237,232,398,317,1.1,115,84,20,11,17,69.57492371111944,20.435355211735104,607,214,261,26.876258992805756,3.3093525179856114,0.6156646501418706,0.1070721130681514,0.05888966218748327,0.0910112961079287,1.2420365115905563,57.92601316986991,29334.0,66.9,27.3,15.86,27.8572654,0.2161220317154915,35.38688727420543,,,,,,,,,,,,,5.015,22.02
2021,제주,고,723,22,18391,164,161,292,245,1.2,149,97,25,27,1,70.47838616714698,21.16932195095427,691,127,312,25.437067773167357,3.0428769017980635,0.810178891849274,0.13593605567940842,0.14681094013376106,0.005437442227176337,0.8754281985753901,61.443097167092596,29988.0,72.7,29.6,15.15,103.5482994,0.7956623923283208,129.90954408591358,,,,,,,,,,,,,6.599,30.71
2021,제주,고,723,22,18391,164,161,292,245,0.9,149,97,25,27,1,70.47838616714698,21.16932195095427,691,127,312,25.437067773167357,3.0428769017980635,0.810178891849274,0.13593605567940842,0.14681094013376106,0.005437442227176337,0.8754281985753901,61.443097167092596,29988.0,72.7,29.6,15.15,103.5482994,0.7956623923283208,129.90954408591358,,,,,,,,,,,,,6.512,30.23
2022,제주,고,712,23,18093,173,172,381,337,0.9,199,136,24,39,7,71.27248107002708,21.464102138948764,712,113,318,25.411516853932586,3.2303370786516856,1.0998728790139833,0.1326479854087216,0.2155529762891726,0.03868899574421047,0.9506438954291716,63.173603050903665,31150.0,73.3,31.4,12.53,57.26018,0.4194533694865643,71.71237491702882,606.0592016,759.0256385336958,4.439622338236747,9.3834677,11.751809961551468,0.0687375964279773,46.2052776,57.86726815033752,0.3384718556138328,,,,8.519,41.25
2023,제주,고,731,25,18583,234,229,333,301,1.3,264,172,45,47,5,70.0398751547113,21.10224398643922,710,129,356,25.421340629274965,3.4199726402188784,1.420653285260722,0.24215680998762307,0.2529193348759619,0.026906312220847012,1.232309099714793,64.30608620782435,31150.0,74.8,34.5,14.05,84.0841,0.5276592895393399,106.41940464739534,548.9654423,694.7874276059333,3.4449642116127484,11.0640371,14.00298321773908,0.0694309858299357,104.0909137,131.74063901685818,0.6532095553195282,,,,10.496,52.09
2024,제주,고,734,26,18833,328,320,410,336,1.8,349,233,62,54,2,69.8296076036744,21.033186428078373,711,145,342,25.658038147138964,3.5422343324250685,1.8531301438963521,0.32920936653746086,0.2867307385971433,0.01061965698507938,1.699145117612701,63.6117453406255,31150.0,75.0,38.4,13.46,70.57087,0.442065442976076,90.8914776605747,525.0020923,676.1744037453473,3.288683878999453,14.002591,18.034582641062297,0.0877141176412847,156.8253189,201.9825597928983,0.982374938404371,,,,12.763,64.53
2012,제주,중,713,25,24059,163,0,671,635,0.7,73,60,9,4,36,34.17669063552101,11.116380564445738,0,0,0,33.743338008415144,3.506311360448808,0.3034207573049586,0.037408038571844215,0.01662579492081965,0.14963215428737686,0.0,0.0,23525.0,66.5,20.3,19.12,,,,,,,,,,,,,1.6,2.4,1.6,2.402,7.68
2013,제주,중,729,28,23887,126,0,560,546,,102,77,19,6,32,36.07891321639386,12.171976388830744,0,0,0,32.76680384087791,3.840877914951989,0.42701050780759414,0.0795411730229832,0.025118265165152594,0.13396408088081382,0.0,0.0,24491.0,64.4,19.6,18.25,8.8388004,0.1074253954556779,10.29743158385274,,,,,,,,,,2.6666666666666665,2.733333333333333,2.6666666666666665,2.79,9.81
2014,제주,중,733,29,23380,132,0,588,590,0.5,126,95,22,9,43,35.85671514114628,12.871727972626177,0,0,0,31.89631650750341,3.956343792633015,0.5389221556886228,0.09409751924721985,0.03849443969204448,0.18391787852865696,0.0,0.0,25968.0,63.3,19.9,17.72,15.4672951,0.1850954191941735,18.30102595958161,,,,,,,,,,3.616666666666666,2.8666666666666663,3.616666666666666,3.063,11.31
2015,제주,중,724,29,22051,120,0,565,568,0.6,146,110,19,17,45,38.78032742279262,14.369371003582604,602,275,287,30.45718232044199,4.005524861878453,0.6621014919958279,0.0861638927939776,0.07709400934197996,0.20407237766994693,0.0,52.78672169062627,28280.0,64.2,20.1,17.41,10.9927831,0.1281825666870338,13.212638493251122,,,,,,,,,,4.566666666666666,3.0,4.566666666666666,3.28,12.5
2016,제주,중,727,29,20629,125,0,456,488,0.5,138,93,25,20,54,41.46832129526395,15.384458771632168,677,176,277,28.37551581843191,3.988995873452544,0.668961171166804,0.12118861796500072,0.09695089437200058,0.2617674148044016,0.0,54.77725532018033,30284.0,64.6,22.6,16.95,10.7237975,0.1179698062438052,13.103849725674207,,,,,,,,,,3.8333333333333335,3.366666666666667,3.8333333333333335,3.556,14.01
2017,제주,중,718,27,19603,97,0,467,459,0.6,166,113,34,19,46,43.41463041371219,16.641330408610926,630,198,298,27.302228412256266,3.7604456824512535,0.8468091618629803,0.17344284038157423,0.09692394021323267,0.2346579605162475,0.0,57.440187726368414,31470.0,66.3,22.4,16.92,14.781137,0.1459677967273338,18.26500383066011,,,,,,,,,,,,,3.851,15.63
2018,제주,중,718,27,19306,99,0,425,448,0.5,194,148,21,25,23,44.01983839220968,17.006578265824096,646,144,289,26.88857938718663,3.7604456824512535,1.004868952657205,0.10877447425670776,0.1294934217341759,0.11913394799544183,0.0,55.88936082047032,30721.0,68.4,23.2,16.35,13.2032576,0.1175336276883634,16.403599950304386,,,,,,,,,,,,,3.821,15.47
2019,제주,중,715,28,18899,112,0,463,438,0.5,261,192,26,43,36,44.87888248055452,17.43123974813482,632,180,285,26.43216783216783,3.9160839160839163,1.3810254510820679,0.137573416582888,0.22752526588708397,0.19048626911476796,0.0,58.04539922747235,30792.0,72.1,25.8,16.21,26.1715773,0.1945509489083651,32.84832856389789,,,,,,,,,,,,,4.676,20.16
2020,제주,중,738,28,19468,120,0,430,405,0.6,307,213,46,48,44,43.422642284775016,17.091072529278815,683,148,257,26.37940379403794,3.7940379403794036,1.5769467844668175,0.23628518594616807,0.2465584549003493,0.22601191699198686,0.0,55.88658311074584,29334.0,66.9,27.3,15.86,27.8572654,0.2161220317154915,35.38688727420543,,,,,,,,,,,,,5.511,24.74
2021,제주,중,758,31,19989,70,0,422,436,0.6,439,325,55,59,10,41.178348091450296,16.635649607284005,735,120,257,26.37071240105541,4.089709762532982,2.196207914352894,0.2751513332332783,0.2951623392866076,0.050027515133323326,0.0,55.63059682825554,29988.0,72.7,29.6,15.15,103.5482994,0.7956623923283208,129.90954408591358,,,,,,,,,,,,,6.151,28.25
2021,제주,중,758,31,19989,70,0,422,436,0.4,439,325,55,59,10,41.178348091450296,16.635649607284005,735,120,257,26.37071240105541,4.089709762532982,2.196207914352894,0.2751513332332783,0.2951623392866076,0.050027515133323326,0.0,55.63059682825554,29988.0,72.7,29.6,15.15,103.5482994,0.7956623923283208,129.90954408591358,,,,,,,,,,,,,6.161,28.31
2022,제주,중,774,32,20126,83,0,486,524,0.4,563,429,63,71,15,41.35083970982808,16.790171916923384,772,89,255,26.002583979328165,4.1343669250646,2.7973765278743916,0.3130279240783067,0.352777501739044,0.07453045811388255,0.0,55.45066083672861,31150.0,73.3,31.4,12.53,57.26018,0.4194533694865643,71.71237491702882,606.0592016,759.0256385336958,4.439622338236747,9.3834677,11.751809961551468,0.0687375964279773,46.2052776,57.86726815033752,0.3384718556138328,,,,7.266,34.37
2023,제주,중,782,35,19898,123,0,583,505,0.6,690,549,68,73,29,41.60282440446276,17.304201427279125,788,69,252,25.445012787723787,4.475703324808184,3.4676851944919087,0.3417428887325359,0.36687104231581064,0.14574329078299325,0.0,55.73424464770329,31150.0,74.8,34.5,14.05,84.0841,0.5276592895393399,106.41940464739534,548.9654423,694.7874276059333,3.4449642116127484,11.0640371,14.00298321773908,0.0694309858299357,104.0909137,131.74063901685818,0.6532095553195282,,,,7.898,37.84
2024,제주,중,799,39,20139,142,0,566,500,0.7,831,657,78,96,45,42.59367396593674,17.268980584934702,806,67,255,25.20525657071339,4.881101376720901,4.126322061671384,0.38730820795471477,0.47668702517503353,0.22344704305079696,0.0,56.01072545806644,31150.0,75.0,38.4,13.46,70.57087,0.442065442976076,90.8914776605747,525.0020923,676.1744037453473,3.288683878999453,14.002591,18.034582641062297,0.0877141176412847,156.8253189,201.9825597928983,0.982374938404371,,,,9.216,45.07
2012,제주,초,1675,53,40172,128,0,2766,2749,0.3,349,300,34,15,76,43.0222791994424,13.104874041621027,0,0,0,23.983283582089552,3.164179104477612,0.8687643134521558,0.08463606492084039,0.037339440406253116,0.18918649805834908,0.0,0.0,23525.0,66.5,20.3,19.12,,,,,,,,,,,,,1.6,2.4,,,
2013,제주,초,1680,56,38235,95,0,2935,3206,,431,373,37,21,57,45.27234209493919,13.922610173924417,0,0,0,22.758928571428573,3.3333333333333335,1.127239440303387,0.09676997515365503,0.05492349941153393,0.1490780698313064,0.0,0.0,24491.0,64.4,19.6,18.25,8.8388004,0.1074253954556779,10.29743158385274,,,,,,,,,,2.6666666666666665,2.733333333333333,,,
2014,제주,초,1713,58,37915,86,0,2214,2667,0.2,555,477,49,29,65,46.87216141368852,14.472425161545562,0,0,0,22.133683596030355,3.3858727378867486,1.4638006066200713,0.12923644995384412,0.07648687854411183,0.17143610708162996,0.0,0.0,25968.0,63.3,19.9,17.72,15.4672951,0.1850954191941735,18.30102595958161,,,,,,,,,,3.616666666666666,2.8666666666666663,,,
2015,제주,초,1739,60,38164,109,0,2409,2918,0.2,757,626,79,52,68,47.00167697306362,14.875772979771511,1776,9,434,21.945945945945947,3.4502587694077054,1.9835447018132273,0.20700136254061421,0.13625406141913846,0.17817838800964259,0.0,58.14380044020543,28280.0,64.2,20.1,17.41,10.9927831,0.1281825666870338,13.212638493251122,,,,,,,,,,4.566666666666666,3.0,,,
2016,제주,초,1740,59,38272,105,0,2414,3163,0.3,968,789,84,95,53,46.82423181438127,15.096258361204011,1760,12,389,21.995402298850575,3.3908045977011496,2.529264214046823,0.21948160535117056,0.24822324414715718,0.1384824414715719,0.0,56.46425585284281,30284.0,64.6,22.6,16.95,10.7237975,0.1179698062438052,13.103849725674207,,,,,,,,,,3.8333333333333335,3.366666666666667,,,
2017,제주,초,1748,60,38901,132,0,2209,2782,0.3,1238,1021,99,118,72,46.076167707771006,14.965219403100177,1764,24,351,22.2545766590389,3.4324942791762014,3.1824374694737925,0.25449217243772654,0.30333410452173465,0.18508521631834657,0.0,54.98573301457546,31470.0,66.3,22.4,16.92,14.781137,0.1459677967273338,18.26500383066011,,,,,,,,,,,,,,
2018,제주,초,1775,64,40096,162,0,2119,2635,0.3,1455,1200,121,134,74,44.62607242617717,15.173408818834796,1889,35,358,22.589295774647887,3.6056338028169015,3.628790901835595,0.3017757382282522,0.3341979249800479,0.18455706304868316,0.0,56.91340782122905,30721.0,68.4,23.2,16.35,13.2032576,0.1175336276883634,16.403599950304386,,,,,,,,,,,,,,
2019,제주,초,1805,74,41068,180,0,2400,2820,0.4,1690,1430,118,142,96,43.80834226161488,15.244862179799355,1926,26,354,22.75235457063712,4.099722991689751,4.115126132268433,0.2873283334956657,0.3457679945456317,0.23375864419986364,0.0,56.15077432550891,30792.0,72.1,25.8,16.21,26.1715773,0.1945509489083651,32.84832856389789,,,,,,,,,,,,,,
2020,제주,초,1790,77,40575,156,0,2349,2479,0.4,1837,1558,114,165,75,44.48874922982132,15.85143561306223,1924,20,362,22.66759776536313,4.301675977653631,4.527418361059766,0.2809611829944547,0.4066543438077634,0.18484288354898337,0.0,56.83302526186075,29334.0,66.9,27.3,15.86,27.8572654,0.2161220317154915,35.38688727420543,,,,,,,,,,,,,,
2021,제주,초,1848,80,41328,106,0,2278,2807,0.4,2028,1720,119,189,32,43.59567363530778,16.31862175764615,2007,18,337,22.363636363636363,4.329004329004329,4.9070847851335655,0.287940379403794,0.45731707317073167,0.07742934572202864,0.0,57.1525358110724,29988.0,72.7,29.6,15.15,103.5482994,0.7956623923283208,129.90954408591358,,,,,,,,,,,,,,
2021,제주,초,1848,80,41328,106,0,2278,2807,0.3,2028,1720,119,189,32,43.59567363530778,16.31862175764615,2007,18,337,22.363636363636363,4.329004329004329,4.9070847851335655,0.287940379403794,0.45731707317073167,0.07742934572202864,0.0,57.1525358110724,29988.0,72.7,29.6,15.15,103.5482994,0.7956623923283208,129.90954408591358,,,,,,,,,,,,,,
2022,제주,초,1900,83,41628,160,0,2387,2785,0.4,2114,1790,124,200,54,43.5066061304891,16.457072162967233,2062,25,318,21.909473684210525,4.368421052631579,5.078312674161622,0.2978764293264149,0.48044585375228216,0.12972038051311616,0.0,57.77361391371193,31150.0,73.3,31.4,12.53,57.26018,0.4194533694865643,71.71237491702882,606.0592016,759.0256385336958,4.439622338236747,9.3834677,11.751809961551468,0.0687375964279773,46.2052776,57.86726815033752,0.3384718556138328,,,,,
2023,제주,초,1916,90,40531,206,0,2448,2467,0.5,2174,1812,138,224,108,44.864770175914735,17.177493770200588,2088,26,335,21.153966597077243,4.697286012526096,5.3637956132343145,0.3404801263230614,0.5526633934519256,0.2664627075571785,0.0,60.42288618588241,31150.0,74.8,34.5,14.05,84.0841,0.5276592895393399,106.41940464739534,548.9654423,694.7874276059333,3.4449642116127484,11.0640371,14.00298321773908,0.0694309858299357,104.0909137,131.74063901685818,0.6532095553195282,,,,,
2024,제주,초,1888,96,38671,208,0,2455,2056,0.5,2152,1758,153,241,86,46.81958056424711,18.33523829226035,2054,19,350,20.482521186440678,5.084745762711865,5.56489358951152,0.3956453156111815,0.6232060200149984,0.22238887021282094,0.0,62.65677122391457,31150.0,75.0,38.4,13.46,70.57087,0.442065442976076,90.8914776605747,525.0020923,676.1744037453473,3.288683878999453,14.002591,18.034582641062297,0.0877141176412847,156.8253189,201.9825597928983,0.982374938404371,,,,,
2012,충남,고,2494,81,78005,1617,0,889,951,2.1,224,183,30,11,116,48.02347285430421,17.106390615986154,0,0,0,31.277064955894147,3.247794707297514,0.287161079417986,0.03845907313633741,0.014101660149990387,0.14870841612717134,0.0,0.0,44071.0,61.2,17.7,20.59,,,,,,,,,,,,,2.1333333333333333,1.3333333333333333,1.3333333333333333,1.621,3.4
2013,충남,고,2434,91,75837,1463,1381,853,830,1.9,339,299,19,21,132,47.90988567585743,17.354866358110158,0,0,0,31.15735414954807,3.7387017255546424,0.4470113532972032,0.02505373366562496,0.027690968788322324,0.17405751809802603,1.8210108522225301,0.0,45550.0,60.7,17.4,19.47,43.3205868,0.166229559451588,16.352327797070814,,,,,,,,,,3.2000000000000006,1.9666666666666663,1.9666666666666663,2.229,6.73
2014,충남,고,2445,97,74903,1282,1176,775,659,1.7,445,414,27,4,94,49.33096137671388,18.33797044177136,0,0,0,30.63517382413088,3.9672801635991823,0.5941017048716339,0.03604662029558229,0.005340240043789969,0.12549564102906427,1.5700305728742507,0.0,46360.0,61.1,18.1,18.81,27.3417508,0.098268552842022,10.509267396451524,,,,,,,,,,3.45,2.5666666666666664,2.5666666666666664,2.11,6.08
2015,충남,고,2427,78,73563,1012,952,751,544,1.4,579,479,26,74,80,51.9082691026739,18.76883759498661,2378,555,1301,30.310259579728058,3.2138442521631645,0.7870804616451205,0.03534385492706931,0.10059404863858189,0.10875032285252097,1.2941288419449997,57.556108369696716,48173.0,61.2,18.0,18.17,34.410177,0.1194155124846003,13.532928383214694,,,,,,,,,,3.7,3.1666666666666665,3.1666666666666665,3.383,13.06
2016,충남,고,2482,110,73039,993,896,638,577,1.3,591,489,40,62,85,50.9612672681718,19.433425977902218,2445,523,1353,29.42747784045125,4.43190975020145,0.8091567518722874,0.054765262394063444,0.08488615671079834,0.11637618258738482,1.2267418776270211,59.16017470118703,50264.0,58.8,17.7,17.58,38.2702157,0.1258760313915357,15.397762850843312,,,,,,,,,,4.6000000000000005,3.7000000000000006,3.7000000000000006,3.585,14.17
2017,충남,고,2471,112,70405,1064,1002,691,602,1.5,616,546,47,23,69,53.58431929550458,20.56883744052269,2528,477,1345,28.49251315256981,4.53257790368272,0.8749378595270222,0.06675662239897734,0.032668134365457,0.09800440309637098,1.4231943753994745,61.78538456075563,53663.0,64.6,18.8,17.15,42.6809936,0.1325999092823989,17.42707323446789,,,,,,,,,,,,,3.358,12.93
2018,충남,고,2462,114,65509,1046,985,648,589,1.5,642,535,57,50,39,58.28109114778122,22.45373918087591,2521,521,1372,26.60804224207961,4.6303818034118605,0.9800180127921354,0.08701094506098399,0.07632539040437192,0.0595338045154101,1.5036101909661268,67.38005464897954,53006.0,63.7,18.7,16.37,44.6750008,0.121244279197006,18.44123604781719,,,,,,,,,,,,,4.292,18.05
